# ZSnsr (um)	Defl (nm)
-1.999477900000000030e+00	-2.487200999999999718e-01
-1.999153299999999911e+00	-2.374146200000000206e-01
-1.998674599999999746e+00	-2.034982599999999864e-01
-1.997902500000000137e+00	-1.921927900000000022e-01
-1.997184399999999860e+00	-1.695818799999999904e-01
-1.996502500000000069e+00	-2.261091699999999982e-01
-1.995706300000000155e+00	-1.695818799999999904e-01
-1.994908600000000032e+00	-1.808873300000000128e-01
-1.994222399999999729e+00	-2.034982599999999864e-01
-1.993543000000000287e+00	-1.356655099999999892e-01
-1.992797699999999894e+00	-1.243600499999999859e-01
-1.992050600000000005e+00	-1.356655099999999892e-01
-1.991348899999999755e+00	-1.582764200000000010e-01
-1.990649899999999750e+00	-1.356655099999999892e-01
-1.989841199999999866e+00	-2.034982599999999864e-01
-1.988928699999999994e+00	-1.469709599999999838e-01
-1.988061099999999914e+00	-1.356655099999999892e-01
-1.987274800000000008e+00	-1.130545899999999965e-01
-1.986493299999999795e+00	-9.044366599999999201e-02
-1.985685499999999770e+00	-1.130545899999999965e-01
-1.984861499999999834e+00	-1.243600499999999859e-01
-1.984011799999999992e+00	-1.356655099999999892e-01
-1.983094799999999935e+00	-5.652729299999999929e-02
-1.982150899999999938e+00	-1.017491299999999932e-01
-1.981334200000000045e+00	-1.243600499999999859e-01
-1.980615699999999979e+00	-9.044366599999999201e-02
-1.979762099999999858e+00	-1.243600499999999859e-01
-1.978790599999999733e+00	-1.356655099999999892e-01
-1.977936300000000092e+00	-1.130545899999999965e-01
-1.977194600000000246e+00	-1.243600499999999859e-01
-1.976363099999999706e+00	-1.808873300000000128e-01
-1.975427499999999892e+00	-1.469709599999999838e-01
-1.974525700000000050e+00	-1.469709599999999838e-01
-1.973645800000000117e+00	-1.356655099999999892e-01
-1.972720200000000146e+00	-1.695818799999999904e-01
-1.971815199999999990e+00	-1.356655099999999892e-01
-1.970946899999999946e+00	-1.469709599999999838e-01
-1.970014599999999838e+00	-1.921927900000000022e-01
-1.969001899999999861e+00	-1.921927900000000022e-01
-1.967977399999999877e+00	-1.356655099999999892e-01
-1.967003999999999975e+00	-1.695818799999999904e-01
-1.966158799999999873e+00	-2.034982599999999864e-01
-1.965427400000000047e+00	-1.243600499999999859e-01
-1.964631600000000144e+00	-2.034982599999999864e-01
-1.963618199999999980e+00	-2.600255599999999889e-01
-1.962517899999999926e+00	-1.921927900000000022e-01
-1.961646400000000234e+00	-1.582764200000000010e-01
