# ZSnsr (um)	Defl (nm)
2.776513200000000126e+00	-2.830886800000000036e+01
2.776736399999999882e+00	-2.826364600000000138e+01
2.777117099999999894e+00	-2.834278399999999820e+01
2.777850999999999626e+00	-2.829756300000000024e+01
2.778560000000000141e+00	-2.824103600000000114e+01
2.779222499999999929e+00	-2.822972999999999999e+01
2.779988299999999857e+00	-2.827495200000000253e+01
2.780775000000000219e+00	-2.829756300000000024e+01
2.781494699999999654e+00	-2.833147900000000163e+01
2.782250200000000007e+00	-2.826364600000000138e+01
2.783110600000000101e+00	-2.821842499999999987e+01
2.783942399999999928e+00	-2.824103600000000114e+01
2.784683100000000078e+00	-2.821842499999999987e+01
2.785435799999999684e+00	-2.826364600000000138e+01
2.786181800000000042e+00	-2.828625699999999910e+01
2.786863899999999727e+00	-2.830886800000000036e+01
2.787607200000000063e+00	-2.829756300000000024e+01
2.788525499999999990e+00	-2.828625699999999910e+01
2.789530499999999691e+00	-2.825234100000000126e+01
2.790455500000000200e+00	-2.818450899999999848e+01
2.791289700000000096e+00	-2.819581399999999860e+01
2.792177600000000037e+00	-2.820711800000000125e+01
2.793116200000000049e+00	-2.825234100000000126e+01
2.793945900000000204e+00	-2.827495200000000253e+01
2.794670100000000268e+00	-2.828625699999999910e+01
2.795443800000000145e+00	-2.824103600000000114e+01
2.796317399999999953e+00	-2.830886800000000036e+01
2.797208900000000220e+00	-2.821842499999999987e+01
2.798061600000000038e+00	-2.821842499999999987e+01
2.798923100000000108e+00	-2.828625699999999910e+01
2.799844400000000011e+00	-2.828625699999999910e+01
2.800772999999999957e+00	-2.825234100000000126e+01
2.801651799999999692e+00	-2.826364600000000138e+01
2.802496999999999794e+00	-2.826364600000000138e+01
2.803346700000000080e+00	-2.820711800000000125e+01
2.804247999999999852e+00	-2.822972999999999999e+01
2.805202900000000277e+00	-2.821842499999999987e+01
2.806190899999999822e+00	-2.822972999999999999e+01
2.807213100000000239e+00	-2.822972999999999999e+01
2.808225000000000193e+00	-2.819581399999999860e+01
2.809163299999999808e+00	-2.819581399999999860e+01
2.809953500000000215e+00	-2.821842499999999987e+01
2.810603500000000032e+00	-2.824103600000000114e+01
2.811323400000000028e+00	-2.824103600000000114e+01
2.812241100000000049e+00	-2.821842499999999987e+01
2.813280800000000248e+00	-2.819581399999999860e+01
2.814379499999999812e+00	-2.822972999999999999e+01
2.815448200000000067e+00	-2.822972999999999999e+01
2.816371100000000016e+00	-2.825234100000000126e+01
2.817171700000000278e+00	-2.822972999999999999e+01
2.817965199999999726e+00	-2.819581399999999860e+01
2.818829200000000146e+00	-2.818450899999999848e+01
2.819755099999999626e+00	-2.819581399999999860e+01
2.820668400000000187e+00	-2.816189800000000076e+01
2.821494900000000250e+00	-2.824103600000000114e+01
2.822264600000000012e+00	-2.821842499999999987e+01
2.823141099999999959e+00	-2.822972999999999999e+01
2.824186599999999991e+00	-2.822972999999999999e+01
2.825247300000000017e+00	-2.819581399999999860e+01
2.826200700000000232e+00	-2.822972999999999999e+01
2.827067399999999786e+00	-2.824103600000000114e+01
2.827902299999999869e+00	-2.819581399999999860e+01
2.828772299999999795e+00	-2.820711800000000125e+01
2.829735900000000193e+00	-2.816189800000000076e+01
2.830749500000000030e+00	-2.817320199999999986e+01
2.831705400000000150e+00	-2.818450899999999848e+01
2.832557399999999781e+00	-2.812797999999999732e+01
2.833385000000000264e+00	-2.811667499999999720e+01
2.834372299999999623e+00	-2.818450899999999848e+01
2.835513399999999962e+00	-2.816189800000000076e+01
2.836522299999999941e+00	-2.816189800000000076e+01
2.837340199999999868e+00	-2.813928599999999847e+01
2.838217400000000001e+00	-2.821842499999999987e+01
2.839219900000000241e+00	-2.818450899999999848e+01
2.840212600000000087e+00	-2.819581399999999860e+01
2.841145000000000032e+00	-2.818450899999999848e+01
2.842071999999999932e+00	-2.816189800000000076e+01
2.842994699999999764e+00	-2.817320199999999986e+01
2.843802099999999999e+00	-2.819581399999999860e+01
2.844479900000000061e+00	-2.817320199999999986e+01
2.845237500000000086e+00	-2.812797999999999732e+01
2.846230499999999886e+00	-2.816189800000000076e+01
2.847315500000000110e+00	-2.820711800000000125e+01
2.848314799999999813e+00	-2.819581399999999860e+01
2.849309299999999823e+00	-2.816189800000000076e+01
2.850377299999999892e+00	-2.819581399999999860e+01
2.851400300000000332e+00	-2.817320199999999986e+01
2.852286300000000274e+00	-2.821842499999999987e+01
2.853061199999999964e+00	-2.819581399999999860e+01
2.853870699999999871e+00	-2.815059100000000214e+01
2.854885499999999965e+00	-2.820711800000000125e+01
2.856003199999999964e+00	-2.821842499999999987e+01
2.856987700000000352e+00	-2.818450899999999848e+01
2.857918600000000087e+00	-2.820711800000000125e+01
2.858976399999999973e+00	-2.824103600000000114e+01
2.860035899999999742e+00	-2.826364600000000138e+01
2.860968599999999640e+00	-2.824103600000000114e+01
2.861889699999999870e+00	-2.822972999999999999e+01
2.862808499999999867e+00	-2.825234100000000126e+01
2.863587499999999952e+00	-2.824103600000000114e+01
2.864310800000000157e+00	-2.824103600000000114e+01
2.865187099999999987e+00	-2.825234100000000126e+01
2.866254599999999986e+00	-2.819581399999999860e+01
2.867346200000000067e+00	-2.819581399999999860e+01
2.868265300000000018e+00	-2.820711800000000125e+01
2.869137199999999943e+00	-2.817320199999999986e+01
2.870199500000000015e+00	-2.821842499999999987e+01
2.871314300000000319e+00	-2.817320199999999986e+01
2.872303200000000167e+00	-2.817320199999999986e+01
2.873255400000000126e+00	-2.822972999999999999e+01
2.874248600000000042e+00	-2.818450899999999848e+01
2.875250400000000095e+00	-2.820711800000000125e+01
2.876190400000000036e+00	-2.818450899999999848e+01
2.877027299999999954e+00	-2.819581399999999860e+01
2.877858600000000155e+00	-2.824103600000000114e+01
2.878821100000000133e+00	-2.819581399999999860e+01
2.879891300000000154e+00	-2.820711800000000125e+01
2.880934099999999720e+00	-2.822972999999999999e+01
2.881926500000000058e+00	-2.819581399999999860e+01
2.882967700000000022e+00	-2.818450899999999848e+01
2.884020000000000028e+00	-2.818450899999999848e+01
2.884925799999999985e+00	-2.818450899999999848e+01
2.885752600000000001e+00	-2.821842499999999987e+01
2.886742499999999989e+00	-2.821842499999999987e+01
2.887861200000000128e+00	-2.817320199999999986e+01
2.888867600000000202e+00	-2.818450899999999848e+01
2.889757100000000190e+00	-2.817320199999999986e+01
2.890677000000000163e+00	-2.818450899999999848e+01
2.891623999999999750e+00	-2.819581399999999860e+01
2.892538099999999890e+00	-2.820711800000000125e+01
2.893465299999999907e+00	-2.819581399999999860e+01
2.894471900000000097e+00	-2.822972999999999999e+01
2.895541900000000002e+00	-2.819581399999999860e+01
2.896583499999999756e+00	-2.818450899999999848e+01
2.897482099999999949e+00	-2.821842499999999987e+01
2.898283799999999744e+00	-2.822972999999999999e+01
2.899178099999999869e+00	-2.824103600000000114e+01
2.900163100000000327e+00	-2.821842499999999987e+01
2.901071400000000189e+00	-2.822972999999999999e+01
2.901903400000000133e+00	-2.825234100000000126e+01
2.902831100000000220e+00	-2.817320199999999986e+01
2.903937699999999733e+00	-2.819581399999999860e+01
2.905100500000000086e+00	-2.816189800000000076e+01
2.906141199999999980e+00	-2.820711800000000125e+01
2.907065000000000232e+00	-2.816189800000000076e+01
2.908029299999999928e+00	-2.811667499999999720e+01
2.909046500000000091e+00	-2.816189800000000076e+01
2.909999699999999745e+00	-2.818450899999999848e+01
2.910964400000000118e+00	-2.817320199999999986e+01
2.912069499999999866e+00	-2.813928599999999847e+01
2.913167500000000132e+00	-2.817320199999999986e+01
2.914082899999999920e+00	-2.815059100000000214e+01
2.914932099999999693e+00	-2.815059100000000214e+01
2.915906399999999898e+00	-2.819581399999999860e+01
2.916951399999999861e+00	-2.818450899999999848e+01
2.917870500000000256e+00	-2.813928599999999847e+01
2.918698999999999710e+00	-2.818450899999999848e+01
2.919652800000000159e+00	-2.820711800000000125e+01
2.920693099999999820e+00	-2.821842499999999987e+01
2.921649200000000057e+00	-2.822972999999999999e+01
2.922603000000000062e+00	-2.821842499999999987e+01
2.923655099999999951e+00	-2.819581399999999860e+01
2.924681200000000203e+00	-2.824103600000000114e+01
2.925564800000000076e+00	-2.826364600000000138e+01
2.926378799999999725e+00	-2.825234100000000126e+01
2.927319400000000016e+00	-2.821842499999999987e+01
2.928459900000000005e+00	-2.822972999999999999e+01
2.929584499999999814e+00	-2.817320199999999986e+01
2.930516799999999922e+00	-2.818450899999999848e+01
2.931426900000000391e+00	-2.825234100000000126e+01
2.932488300000000159e+00	-2.826364600000000138e+01
2.933562899999999640e+00	-2.820711800000000125e+01
2.934494200000000053e+00	-2.818450899999999848e+01
2.935350700000000312e+00	-2.818450899999999848e+01
2.936251299999999897e+00	-2.817320199999999986e+01
2.937245400000000117e+00	-2.816189800000000076e+01
2.938310899999999837e+00	-2.820711800000000125e+01
