# ZSnsr (um)	Defl (nm)
-2.171877400000000069e+00	-3.602588900000000205e+00
-2.172021099999999816e+00	-3.588391600000000015e+00
-2.171212600000000048e+00	-3.577743400000000129e+00
-2.170713699999999857e+00	-3.574194100000000152e+00
-2.169725800000000149e+00	-3.584842200000000201e+00
-2.169371599999999844e+00	-3.574194100000000152e+00
-2.168402300000000338e+00	-3.581292799999999943e+00
-2.167614599999999836e+00	-3.581292799999999943e+00
-2.167066900000000018e+00	-3.570644900000000010e+00
-2.166242700000000188e+00	-3.567095500000000197e+00
-2.165677200000000191e+00	-3.545799399999999935e+00
-2.164739299999999922e+00	-3.567095500000000197e+00
-2.163941599999999799e+00	-3.570644900000000010e+00
-2.162938500000000097e+00	-3.563546100000000383e+00
-2.162346600000000230e+00	-3.570644900000000010e+00
-2.161437600000000181e+00	-3.559996699999999681e+00
-2.160682500000000061e+00	-3.567095500000000197e+00
-2.159704800000000091e+00	-3.556447400000000147e+00
-2.158916699999999800e+00	-3.567095500000000197e+00
-2.158232499999999998e+00	-3.577743400000000129e+00
-2.157467000000000024e+00	-3.581292799999999943e+00
-2.156515399999999971e+00	-3.591940700000000319e+00
-2.155907899999999877e+00	-3.584842200000000201e+00
-2.154803999999999942e+00	-3.577743400000000129e+00
-2.153888799999999826e+00	-3.574194100000000152e+00
-2.153132499999999894e+00	-3.552898200000000006e+00
-2.152522499999999894e+00	-3.542249999999999677e+00
-2.151265100000000263e+00	-3.556447400000000147e+00
-2.150482899999999642e+00	-3.552898200000000006e+00
-2.149750099999999886e+00	-3.556447400000000147e+00
-2.148576900000000123e+00	-3.556447400000000147e+00
-2.147808100000000220e+00	-3.570644900000000010e+00
-2.146905000000000285e+00	-3.570644900000000010e+00
-2.145799000000000234e+00	-3.563546100000000383e+00
-2.145068900000000056e+00	-3.552898200000000006e+00
-2.144189200000000017e+00	-3.567095500000000197e+00
-2.143302700000000005e+00	-3.567095500000000197e+00
-2.142620100000000249e+00	-3.570644900000000010e+00
-2.141867500000000035e+00	-3.567095500000000197e+00
-2.140864099999999937e+00	-3.559996699999999681e+00
-2.139840899999999824e+00	-3.556447400000000147e+00
-2.138824599999999965e+00	-3.549348800000000193e+00
-2.138077699999999748e+00	-3.542249999999999677e+00
-2.136823199999999812e+00	-3.563546100000000383e+00
-2.136067900000000019e+00	-3.559996699999999681e+00
-2.135289199999999887e+00	-3.570644900000000010e+00
-2.134337799999999952e+00	-3.563546100000000383e+00
-2.133272600000000185e+00	-3.563546100000000383e+00
