# ZSnsr (um)	Defl (nm)
-9.044366599999999635e-05	-2.027379400000000032e+03
-3.391637700000000319e-05	-2.026989900000000034e+03
3.391637700000000319e-05	-2.026211400000000140e+03
0.000000000000000000e+00	-2.025658199999999852e+03
-1.130545799999999885e-05	-2.025041300000000092e+03
-2.261091700000000048e-05	-2.024415200000000141e+03
-4.522183299999999817e-05	-2.023474099999999908e+03
-3.391637700000000319e-05	-2.023015700000000152e+03
-7.913821000000000137e-05	-2.022179799999999886e+03
-4.522183299999999817e-05	-2.021357700000000023e+03
-5.652729299999999750e-05	-2.020930000000000064e+03
-2.261091700000000048e-05	-2.019797399999999925e+03
-1.130545799999999885e-05	-2.019012099999999919e+03
5.652729299999999750e-05	-2.018081200000000308e+03
0.000000000000000000e+00	-2.017467499999999973e+03
-1.017491300000000000e-04	-2.016763099999999895e+03
-5.652729299999999750e-05	-2.016087099999999964e+03
-5.652729299999999750e-05	-2.015285900000000083e+03
-2.261091700000000048e-05	-2.014012999999999920e+03
-3.391637700000000319e-05	-2.013105599999999868e+03
-4.522183299999999817e-05	-2.012426400000000058e+03
0.000000000000000000e+00	-2.011414799999999786e+03
5.652729299999999750e-05	-2.010939600000000155e+03
2.261091700000000048e-05	-2.010039200000000164e+03
3.391637700000000319e-05	-2.009145199999999932e+03
-5.652729299999999750e-05	-2.008121800000000121e+03
2.261091700000000048e-05	-2.007458499999999958e+03
-1.130545799999999885e-05	-2.006513599999999997e+03
3.391637700000000319e-05	-2.005879900000000134e+03
1.130545799999999885e-05	-2.004843299999999772e+03
-2.261091700000000048e-05	-2.004037499999999909e+03
1.130545799999999885e-05	-2.003334399999999732e+03
-1.130545799999999885e-05	-2.001916799999999739e+03
-2.261091700000000048e-05	-2.001180099999999811e+03
3.391637700000000319e-05	-2.000413099999999986e+03
6.783275300000001038e-05	-1.999198699999999690e+03
6.783275300000001038e-05	-1.998273500000000013e+03
2.261091700000000048e-05	-1.997415700000000015e+03
4.522183299999999817e-05	-1.996413399999999911e+03
2.261091700000000048e-05	-1.995872300000000223e+03
2.261091700000000048e-05	-1.995065499999999929e+03
4.522183299999999817e-05	-1.993997600000000148e+03
-3.391637700000000319e-05	-1.992795200000000250e+03
-1.130545799999999885e-05	-1.992292499999999791e+03
5.652729299999999750e-05	-1.990915500000000293e+03
5.652729299999999750e-05	-1.990003099999999904e+03
5.652729299999999750e-05	-1.989204700000000003e+03
2.261091700000000048e-05	-1.988656300000000101e+03
0.000000000000000000e+00	-1.987391399999999976e+03
4.522183299999999817e-05	-1.986544900000000098e+03
4.522183299999999817e-05	-1.985625399999999900e+03
3.391637700000000319e-05	-1.985039899999999989e+03
5.652729299999999750e-05	-1.984029000000000224e+03
9.044366599999999635e-05	-1.982954900000000180e+03
4.522183299999999817e-05	-1.981920100000000048e+03
6.783275300000001038e-05	-1.980982899999999972e+03
1.130545799999999885e-05	-1.980048000000000229e+03
4.522183299999999817e-05	-1.979065899999999829e+03
2.261091700000000048e-05	-1.977870200000000068e+03
2.261091700000000048e-05	-1.977278300000000172e+03
7.913821000000000137e-05	-1.976420000000000073e+03
4.522183299999999817e-05	-1.975326499999999896e+03
4.522183299999999817e-05	-1.974185799999999745e+03
-1.130545799999999885e-05	-1.973021400000000085e+03
-3.391637700000000319e-05	-1.972568300000000136e+03
2.261091700000000048e-05	-1.971698600000000170e+03
3.391637700000000319e-05	-1.970553299999999808e+03
6.783275300000001038e-05	-1.969661799999999857e+03
1.130545900000000061e-04	-1.968572000000000116e+03
1.130545900000000061e-04	-1.967674099999999953e+03
6.783275300000001038e-05	-1.966863200000000006e+03
3.391637700000000319e-05	-1.965472199999999930e+03
7.913821000000000137e-05	-1.964713000000000193e+03
6.783275300000001038e-05	-1.963813200000000279e+03
1.017491300000000000e-04	-1.962807299999999941e+03
-1.130545799999999885e-05	-1.961960800000000063e+03
0.000000000000000000e+00	-1.960882900000000063e+03
2.261091700000000048e-05	-1.960034799999999905e+03
0.000000000000000000e+00	-1.958864699999999857e+03
3.391637700000000319e-05	-1.958189200000000028e+03
6.783275300000001038e-05	-1.957021600000000035e+03
4.522183299999999817e-05	-1.956083699999999908e+03
