# ZSnsr (um)	Defl (nm)
-2.248798199999999969e+00	-1.036409800000000159e+00
-2.248530600000000046e+00	-1.004465600000000070e+00
-2.247820899999999789e+00	-9.902683100000000405e-01
-2.247530600000000156e+00	-9.867189300000001051e-01
-2.246414899999999992e+00	-9.938175799999999782e-01
-2.245861699999999850e+00	-9.902683100000000405e-01
-2.245268700000000006e+00	-9.867189300000001051e-01
-2.244496700000000011e+00	-1.004465600000000070e+00
-2.243597900000000145e+00	-1.008015000000000105e+00
-2.243047000000000235e+00	-9.902683100000000405e-01
-2.242495599999999811e+00	-9.902683100000000405e-01
-2.241688000000000347e+00	-9.938175799999999782e-01
-2.240556300000000167e+00	-9.938175799999999782e-01
-2.239939699999999867e+00	-9.796202699999999597e-01
-2.238796199999999903e+00	-9.938175799999999782e-01
-2.238216700000000170e+00	-1.008015000000000105e+00
-2.237554600000000171e+00	-9.938175799999999782e-01
-2.236547300000000238e+00	-9.831696599999999453e-01
-2.235630100000000287e+00	-9.831696599999999453e-01
-2.234841300000000253e+00	-9.867189300000001051e-01
-2.234190300000000295e+00	-9.867189300000001051e-01
-2.233271299999999737e+00	-9.760708899999999133e-01
-2.232452100000000161e+00	-9.796202699999999597e-01
-2.231685600000000047e+00	-9.760708899999999133e-01
-2.230753099999999822e+00	-9.760708899999999133e-01
-2.229942499999999939e+00	-9.618734700000000082e-01
-2.229144699999999979e+00	-9.725215099999999779e-01
-2.227954600000000340e+00	-9.618734700000000082e-01
-2.227317999999999909e+00	-9.512254299999999274e-01
-2.226405100000000026e+00	-9.618734700000000082e-01
-2.225589700000000004e+00	-9.760708899999999133e-01
-2.224988300000000141e+00	-9.725215099999999779e-01
-2.224089300000000158e+00	-9.618734700000000082e-01
-2.223265300000000000e+00	-9.512254299999999274e-01
-2.222174299999999825e+00	-9.583241999999999594e-01
-2.221142899999999809e+00	-9.654228500000000546e-01
-2.220264799999999816e+00	-9.654228500000000546e-01
-2.219262300000000021e+00	-9.405773900000000687e-01
-2.218008799999999781e+00	-9.547748099999999738e-01
-2.217668500000000265e+00	-9.476760499999999920e-01
-2.216942399999999758e+00	-9.512254299999999274e-01
-2.215737800000000313e+00	-9.299293599999999271e-01
-2.214913799999999711e+00	-9.370280100000000223e-01
-2.213995199999999830e+00	-9.547748099999999738e-01
-2.212867700000000326e+00	-9.547748099999999738e-01
-2.211883199999999938e+00	-9.192813200000000684e-01
-2.211266499999999802e+00	-9.299293599999999271e-01
-2.210396600000000156e+00	-9.157319899999999402e-01
-2.209483699999999828e+00	-9.334787399999999735e-01
-2.208481400000000150e+00	-9.405773900000000687e-01
-2.207468700000000172e+00	-9.299293599999999271e-01
