# ZSnsr (um)	Defl (nm)
-9.764743299999999460e-01	-2.469112200000000001e+01
-9.758756499999999834e-01	-2.462328800000000228e+01
-9.754125999999999630e-01	-2.455545599999999951e+01
-9.748486000000000651e-01	-2.452153999999999812e+01
-9.741994500000000778e-01	-2.460067700000000102e+01
-9.735339299999998808e-01	-2.462328800000000228e+01
-9.727224300000000268e-01	-2.458937199999999734e+01
-9.718479500000000160e-01	-2.458937199999999734e+01
-9.711237699999999418e-01	-2.455545599999999951e+01
-9.705341899999999633e-01	-2.457806799999999825e+01
-9.699164100000000621e-01	-2.458937199999999734e+01
-9.691480000000000095e-01	-2.449892900000000040e+01
-9.682805699999998961e-01	-2.457806799999999825e+01
-9.675020500000001134e-01	-2.453284499999999824e+01
-9.667910499999999852e-01	-2.457806799999999825e+01
-9.659242999999999579e-01	-2.461198399999999964e+01
-9.649433000000000593e-01	-2.457806799999999825e+01
-9.640701799999999988e-01	-2.456676099999999963e+01
-9.633052999999999200e-01	-2.455545599999999951e+01
-9.625404099999999019e-01	-2.458937199999999734e+01
-9.617415299999999556e-01	-2.458937199999999734e+01
-9.609175300000000197e-01	-2.458937199999999734e+01
-9.600380500000000872e-01	-2.454414999999999836e+01
-9.590794400000000053e-01	-2.457806799999999825e+01
-9.581425499999999262e-01	-2.453284499999999824e+01
-9.573144600000000892e-01	-2.447631799999999913e+01
-9.565687799999998964e-01	-2.449892900000000040e+01
-9.557704700000000386e-01	-2.449892900000000040e+01
-9.547854900000000145e-01	-2.447631799999999913e+01
-9.537632200000000227e-01	-2.452153999999999812e+01
-9.529090299999999347e-01	-2.452153999999999812e+01
-9.521699000000000135e-01	-2.452153999999999812e+01
-9.514599200000000145e-01	-2.454414999999999836e+01
-9.506862899999999339e-01	-2.452153999999999812e+01
-9.497204599999999886e-01	-2.453284499999999824e+01
-9.486280400000000057e-01	-2.447631799999999913e+01
-9.475759800000000954e-01	-2.455545599999999951e+01
-9.466332399999999314e-01	-2.455545599999999951e+01
-9.457716600000000140e-01	-2.453284499999999824e+01
-9.449072399999999261e-01	-2.457806799999999825e+01
-9.439677300000000049e-01	-2.454414999999999836e+01
-9.429300600000000143e-01	-2.455545599999999951e+01
-9.419120500000000007e-01	-2.451023400000000052e+01
-9.410777000000000170e-01	-2.451023400000000052e+01
-9.403206600000000304e-01	-2.456676099999999963e+01
-9.394151400000000374e-01	-2.453284499999999824e+01
-9.383410299999999094e-01	-2.447631799999999913e+01
-9.372442900000000909e-01	-2.451023400000000052e+01
-9.363180899999999918e-01	-2.451023400000000052e+01
-9.355768500000000154e-01	-2.452153999999999812e+01
-9.347885999999999695e-01	-2.451023400000000052e+01
-9.338352800000000453e-01	-2.454414999999999836e+01
-9.328199400000000141e-01	-2.455545599999999951e+01
-9.318675899999999679e-01	-2.458937199999999734e+01
-9.310633699999999457e-01	-2.454414999999999836e+01
-9.303367399999999954e-01	-2.449892900000000040e+01
-9.294901099999999250e-01	-2.452153999999999812e+01
-9.284795500000000423e-01	-2.451023400000000052e+01
-9.274070899999999895e-01	-2.446501299999999901e+01
-9.263717999999999675e-01	-2.451023400000000052e+01
-9.254278599999999910e-01	-2.452153999999999812e+01
-9.245010200000000067e-01	-2.452153999999999812e+01
-9.235010299999999450e-01	-2.449892900000000040e+01
-9.225044600000000816e-01	-2.449892900000000040e+01
-9.215828500000000645e-01	-2.449892900000000040e+01
-9.206559100000000218e-01	-2.448762299999999925e+01
-9.196739900000000523e-01	-2.453284499999999824e+01
-9.187132799999999655e-01	-2.454414999999999836e+01
-9.178071399999999658e-01	-2.455545599999999951e+01
-9.168487100000000112e-01	-2.457806799999999825e+01
-9.158425799999999617e-01	-2.457806799999999825e+01
-9.149962900000000454e-01	-2.451023400000000052e+01
-9.142646599999999513e-01	-2.452153999999999812e+01
-9.133389100000000038e-01	-2.448762299999999925e+01
-9.122376800000000507e-01	-2.456676099999999963e+01
-9.112298500000000079e-01	-2.454414999999999836e+01
-9.103435999999999195e-01	-2.448762299999999925e+01
-9.094588900000000198e-01	-2.453284499999999824e+01
-9.085532000000000608e-01	-2.448762299999999925e+01
-9.076328000000000173e-01	-2.444240200000000129e+01
-9.066527599999999465e-01	-2.447631799999999913e+01
-9.056024099999999688e-01	-2.447631799999999913e+01
-9.045748999999999596e-01	-2.443109499999999912e+01
-9.036272100000000140e-01	-2.446501299999999901e+01
-9.026761599999999497e-01	-2.447631799999999913e+01
-9.016687800000000585e-01	-2.443109499999999912e+01
-9.006428199999999551e-01	-2.439717900000000128e+01
-8.995886599999999289e-01	-2.443109499999999912e+01
-8.985183500000000212e-01	-2.445370700000000141e+01
-8.975262599999999091e-01	-2.448762299999999925e+01
-8.965898800000000612e-01	-2.445370700000000141e+01
-8.956266099999999897e-01	-2.444240200000000129e+01
-8.946598800000000740e-01	-2.444240200000000129e+01
-8.936819400000000080e-01	-2.449892900000000040e+01
-8.927131600000000056e-01	-2.448762299999999925e+01
-8.918052600000000441e-01	-2.448762299999999925e+01
-8.908211799999999903e-01	-2.447631799999999913e+01
-8.897192200000000328e-01	-2.452153999999999812e+01
-8.886951299999999998e-01	-2.449892900000000040e+01
-8.878043300000000304e-01	-2.447631799999999913e+01
-8.869380399999999831e-01	-2.443109499999999912e+01
-8.860062600000000455e-01	-2.441979100000000003e+01
-8.850030300000000238e-01	-2.439717900000000128e+01
-8.840416399999999619e-01	-2.448762299999999925e+01
-8.831461900000000531e-01	-2.452153999999999812e+01
-8.821540400000000837e-01	-2.448762299999999925e+01
-8.810279199999999644e-01	-2.444240200000000129e+01
-8.799368600000000429e-01	-2.441979100000000003e+01
-8.789977499999999111e-01	-2.441979100000000003e+01
-8.781327099999999275e-01	-2.443109499999999912e+01
-8.771569399999999961e-01	-2.447631799999999913e+01
-8.760734399999999811e-01	-2.447631799999999913e+01
-8.750415099999999669e-01	-2.447631799999999913e+01
-8.740152599999999605e-01	-2.444240200000000129e+01
-8.729327900000000140e-01	-2.447631799999999913e+01
-8.719475799999999444e-01	-2.446501299999999901e+01
-8.710508200000000034e-01	-2.446501299999999901e+01
-8.700881200000000204e-01	-2.446501299999999901e+01
-8.691309900000000477e-01	-2.445370700000000141e+01
-8.682263199999999959e-01	-2.444240200000000129e+01
-8.672454899999999522e-01	-2.446501299999999901e+01
-8.662075299999999478e-01	-2.443109499999999912e+01
-8.651833200000000890e-01	-2.443109499999999912e+01
-8.641260400000000397e-01	-2.446501299999999901e+01
-8.630630099999999638e-01	-2.446501299999999901e+01
-8.620978599999999936e-01	-2.449892900000000040e+01
-8.612471400000000221e-01	-2.443109499999999912e+01
-8.603765899999999966e-01	-2.445370700000000141e+01
-8.593381700000000123e-01	-2.455545599999999951e+01
-8.582111399999999835e-01	-2.452153999999999812e+01
-8.571782399999999802e-01	-2.449892900000000040e+01
-8.562284399999999795e-01	-2.449892900000000040e+01
-8.552281699999999542e-01	-2.448762299999999925e+01
-8.541314300000000248e-01	-2.444240200000000129e+01
-8.529768300000000192e-01	-2.448762299999999925e+01
-8.518737800000000249e-01	-2.456676099999999963e+01
-8.509412100000000034e-01	-2.447631799999999913e+01
-8.500975899999999585e-01	-2.448762299999999925e+01
-8.491558699999999238e-01	-2.445370700000000141e+01
-8.481015900000000718e-01	-2.452153999999999812e+01
-8.470504399999999601e-01	-2.448762299999999925e+01
-8.460571599999999748e-01	-2.447631799999999913e+01
-8.450397200000000497e-01	-2.447631799999999913e+01
-8.439550900000000189e-01	-2.444240200000000129e+01
-8.429493599999999809e-01	-2.446501299999999901e+01
-8.420824999999999561e-01	-2.451023400000000052e+01
-8.411604999999999777e-01	-2.447631799999999913e+01
-8.400590399999999791e-01	-2.452153999999999812e+01
