# ZSnsr (um)	Defl (nm)
3.940016099999999799e+00	-3.613224600000000208e+01
3.940450400000000464e+00	-3.604180099999999953e+01
3.940688700000000377e+00	-3.604180099999999953e+01
3.941056099999999951e+00	-3.598527299999999940e+01
3.941600900000000074e+00	-3.595135900000000362e+01
3.942147499999999916e+00	-3.596266400000000374e+01
3.942775900000000000e+00	-3.594005100000000397e+01
3.943561800000000339e+00	-3.599657799999999952e+01
3.944437100000000029e+00	-3.599657799999999952e+01
3.945324800000000298e+00	-3.600788599999999917e+01
3.946169299999999769e+00	-3.598527299999999940e+01
3.946972800000000170e+00	-3.595135900000000362e+01
3.947761799999999877e+00	-3.597396900000000386e+01
3.948452099999999909e+00	-3.597396900000000386e+01
3.949044599999999683e+00	-3.596266400000000374e+01
3.949750900000000176e+00	-3.594005100000000397e+01
3.950632599999999606e+00	-3.592874600000000385e+01
3.951519400000000459e+00	-3.598527299999999940e+01
3.952352900000000169e+00	-3.598527299999999940e+01
3.953241000000000227e+00	-3.597396900000000386e+01
3.954199199999999692e+00	-3.596266400000000374e+01
3.955075000000000340e+00	-3.595135900000000362e+01
3.955836300000000083e+00	-3.598527299999999940e+01
3.956653500000000268e+00	-3.599657799999999952e+01
3.957535199999999698e+00	-3.597396900000000386e+01
3.958314199999999783e+00	-3.600788599999999917e+01
3.958995000000000264e+00	-3.604180099999999953e+01
3.959704400000000124e+00	-3.596266400000000374e+01
3.960495599999999783e+00	-3.599657799999999952e+01
3.961328300000000358e+00	-3.601919099999999929e+01
3.962144100000000169e+00	-3.597396900000000386e+01
3.962999500000000452e+00	-3.595135900000000362e+01
3.963986699999999974e+00	-3.595135900000000362e+01
3.965045800000000398e+00	-3.595135900000000362e+01
3.966030400000000178e+00	-3.592874600000000385e+01
3.966892099999999921e+00	-3.596266400000000374e+01
3.967692900000000300e+00	-3.600788599999999917e+01
3.968494200000000305e+00	-3.596266400000000374e+01
3.969315499999999997e+00	-3.590613700000000108e+01
3.970153100000000101e+00	-3.594005100000000397e+01
3.970981699999999837e+00	-3.589483200000000096e+01
3.971768400000000199e+00	-3.592874600000000385e+01
3.972591500000000053e+00	-3.584960999999999842e+01
3.973570099999999883e+00	-3.586091400000000107e+01
3.974607399999999569e+00	-3.595135900000000362e+01
3.975580499999999518e+00	-3.594005100000000397e+01
3.976544599999999985e+00	-3.587221900000000119e+01
3.977481799999999623e+00	-3.591744100000000373e+01
3.978336299999999603e+00	-3.591744100000000373e+01
3.979172099999999990e+00	-3.597396900000000386e+01
3.980026100000000344e+00	-3.598527299999999940e+01
3.980893800000000038e+00	-3.596266400000000374e+01
3.981783700000000259e+00	-3.595135900000000362e+01
3.982690000000000285e+00	-3.599657799999999952e+01
3.983633600000000108e+00	-3.595135900000000362e+01
3.984592199999999806e+00	-3.592874600000000385e+01
3.985483100000000167e+00	-3.591744100000000373e+01
3.986331599999999753e+00	-3.591744100000000373e+01
3.987229299999999643e+00	-3.595135900000000362e+01
3.988173800000000213e+00	-3.592874600000000385e+01
3.989095599999999742e+00	-3.596266400000000374e+01
3.989999200000000190e+00	-3.599657799999999952e+01
3.990930999999999784e+00	-3.596266400000000374e+01
3.991850500000000412e+00	-3.598527299999999940e+01
3.992735400000000379e+00	-3.596266400000000374e+01
3.993630300000000410e+00	-3.598527299999999940e+01
3.994498000000000104e+00	-3.594005100000000397e+01
3.995337000000000138e+00	-3.595135900000000362e+01
3.996245099999999439e+00	-3.589483200000000096e+01
3.997196500000000263e+00	-3.596266400000000374e+01
3.998135500000000508e+00	-3.594005100000000397e+01
3.999120499999999634e+00	-3.591744100000000373e+01
4.000119999999999898e+00	-3.588352400000000131e+01
4.001013599999999393e+00	-3.587221900000000119e+01
4.001814899999999398e+00	-3.589483200000000096e+01
4.002638900000000000e+00	-3.591744100000000373e+01
4.003529699999999636e+00	-3.588352400000000131e+01
4.004469700000000465e+00	-3.588352400000000131e+01
4.005435099999999693e+00	-3.586091400000000107e+01
4.006410100000000085e+00	-3.581569200000000563e+01
4.007407800000000186e+00	-3.586091400000000107e+01
4.008426899999999904e+00	-3.588352400000000131e+01
4.009426000000000379e+00	-3.586091400000000107e+01
4.010363700000000087e+00	-3.581569200000000563e+01
4.011261399999999533e+00	-3.580438699999999841e+01
4.012183600000000183e+00	-3.582699600000000117e+01
4.013158100000000061e+00	-3.586091400000000107e+01
4.014166299999999410e+00	-3.582699600000000117e+01
4.015133099999999899e+00	-3.588352400000000131e+01
4.016050299999999851e+00	-3.581569200000000563e+01
4.017087100000000355e+00	-3.586091400000000107e+01
4.018224000000000018e+00	-3.583830499999999830e+01
4.019146699999999406e+00	-3.582699600000000117e+01
4.019842900000000441e+00	-3.582699600000000117e+01
4.020646900000000024e+00	-3.580438699999999841e+01
