# ZSnsr (um)	Defl (nm)
1.481436100000000033e+00	-1.873314500000000038e+01
1.481902000000000053e+00	-1.873314500000000038e+01
1.482496400000000047e+00	-1.871053400000000266e+01
1.483131899999999836e+00	-1.876706100000000177e+01
1.483659000000000061e+00	-1.871053400000000266e+01
1.484307500000000113e+00	-1.869922900000000254e+01
1.485095499999999902e+00	-1.869922900000000254e+01
1.485849699999999940e+00	-1.868792200000000037e+01
1.486690700000000032e+00	-1.872184000000000026e+01
1.487674000000000163e+00	-1.867661800000000127e+01
1.488548199999999877e+00	-1.866531299999999760e+01
1.489248699999999870e+00	-1.874445000000000050e+01
1.489990399999999937e+00	-1.874445000000000050e+01
1.490833700000000039e+00	-1.871053400000000266e+01
1.491672699999999852e+00	-1.869922900000000254e+01
1.492531999999999970e+00	-1.874445000000000050e+01
1.493463600000000113e+00	-1.871053400000000266e+01
1.494383699999999982e+00	-1.868792200000000037e+01
1.495231599999999883e+00	-1.867661800000000127e+01
1.496068100000000012e+00	-1.864270199999999988e+01
1.496923499999999851e+00	-1.869922900000000254e+01
1.497729700000000053e+00	-1.875575600000000165e+01
1.498450700000000024e+00	-1.872184000000000026e+01
1.499156300000000108e+00	-1.872184000000000026e+01
1.500020899999999990e+00	-1.869922900000000254e+01
1.501105899999999993e+00	-1.869922900000000254e+01
1.502150800000000119e+00	-1.868792200000000037e+01
1.502951699999999891e+00	-1.869922900000000254e+01
1.503655999999999882e+00	-1.868792200000000037e+01
1.504468299999999870e+00	-1.871053400000000266e+01
1.505424799999999896e+00	-1.874445000000000050e+01
1.506421899999999869e+00	-1.873314500000000038e+01
1.507354899999999942e+00	-1.872184000000000026e+01
1.508232300000000192e+00	-1.873314500000000038e+01
1.509116299999999855e+00	-1.871053400000000266e+01
1.510046599999999906e+00	-1.876706100000000177e+01
1.510977099999999851e+00	-1.871053400000000266e+01
1.511820300000000117e+00	-1.873314500000000038e+01
1.512626200000000143e+00	-1.872184000000000026e+01
1.513534000000000157e+00	-1.867661800000000127e+01
1.514541600000000043e+00	-1.872184000000000026e+01
1.515483700000000100e+00	-1.871053400000000266e+01
1.516324800000000028e+00	-1.869922900000000254e+01
1.517245600000000083e+00	-1.871053400000000266e+01
1.518300800000000006e+00	-1.871053400000000266e+01
1.519344599999999934e+00	-1.872184000000000026e+01
1.520274099999999962e+00	-1.875575600000000165e+01
1.521134800000000009e+00	-1.867661800000000127e+01
1.522047600000000056e+00	-1.865400600000000253e+01
1.522978100000000001e+00	-1.874445000000000050e+01
1.523779800000000018e+00	-1.877836699999999936e+01
1.524525799999999931e+00	-1.877836699999999936e+01
1.525405699999999865e+00	-1.869922900000000254e+01
1.526434599999999975e+00	-1.872184000000000026e+01
1.527462900000000179e+00	-1.874445000000000050e+01
1.528314699999999915e+00	-1.869922900000000254e+01
1.529048500000000033e+00	-1.866531299999999760e+01
1.529956300000000047e+00	-1.867661800000000127e+01
1.531058699999999995e+00	-1.868792200000000037e+01
1.532076500000000063e+00	-1.865400600000000253e+01
1.532994399999999979e+00	-1.869922900000000254e+01
1.533979500000000051e+00	-1.867661800000000127e+01
1.534956500000000057e+00	-1.867661800000000127e+01
1.535857499999999876e+00	-1.868792200000000037e+01
1.536812199999999962e+00	-1.871053400000000266e+01
1.537852400000000008e+00	-1.871053400000000266e+01
1.538904599999999956e+00	-1.874445000000000050e+01
1.539939700000000133e+00	-1.872184000000000026e+01
1.540897399999999973e+00	-1.871053400000000266e+01
1.541762700000000041e+00	-1.864270199999999988e+01
1.542663299999999849e+00	-1.863139500000000126e+01
1.543624399999999897e+00	-1.863139500000000126e+01
