# ZSnsr (um)	Defl (nm)
-3.077285300000000019e-03	-2.140226100000000315e+03
-3.052440100000000048e-03	-2.139959599999999682e+03
-3.052440100000000048e-03	-2.139527900000000045e+03
-3.052440100000000048e-03	-2.138733900000000176e+03
-3.063087999999999835e-03	-2.138047199999999975e+03
-3.084384099999999945e-03	-2.137563999999999851e+03
-3.080834699999999982e-03	-2.136971500000000106e+03
-3.070186799999999761e-03	-2.136131999999999607e+03
-3.070186799999999761e-03	-2.135220299999999952e+03
-3.063087999999999835e-03	-2.134449499999999716e+03
-3.070186799999999761e-03	-2.133836899999999787e+03
-3.084384099999999945e-03	-2.133207100000000082e+03
-3.070186799999999761e-03	-2.132469299999999748e+03
-3.066637400000000232e-03	-2.131658400000000256e+03
-3.084384099999999945e-03	-2.130777400000000398e+03
-3.098581399999999694e-03	-2.129894699999999830e+03
-3.084384099999999945e-03	-2.129093899999999849e+03
-3.084384099999999945e-03	-2.128293099999999868e+03
-3.070186799999999761e-03	-2.127412199999999757e+03
-3.063087999999999835e-03	-2.126568200000000161e+03
-3.063087999999999835e-03	-2.125885199999999713e+03
-3.073736199999999724e-03	-2.125228799999999865e+03
-3.084384099999999945e-03	-2.124371599999999944e+03
-3.077285300000000019e-03	-2.123344999999999800e+03
-3.077285300000000019e-03	-2.122404599999999846e+03
-3.073736199999999724e-03	-2.121653299999999945e+03
-3.073736199999999724e-03	-2.120902799999999843e+03
-3.084384099999999945e-03	-2.119991899999999987e+03
-3.084384099999999945e-03	-2.118993500000000040e+03
-3.070186799999999761e-03	-2.118061700000000201e+03
-3.087933499999999908e-03	-2.117286200000000008e+03
-3.095032000000000165e-03	-2.116596299999999701e+03
-3.098581399999999694e-03	-2.115810699999999997e+03
-3.091482799999999836e-03	-2.114871900000000096e+03
-3.091482799999999836e-03	-2.113844599999999900e+03
-3.070186799999999761e-03	-2.112817399999999907e+03
-3.080834699999999982e-03	-2.111879399999999805e+03
-3.087933499999999908e-03	-2.111030900000000202e+03
-3.087933499999999908e-03	-2.110182099999999991e+03
-3.077285300000000019e-03	-2.109250100000000202e+03
-3.080834699999999982e-03	-2.108284000000000106e+03
-3.073736199999999724e-03	-2.107391799999999876e+03
-3.105680200000000054e-03	-2.106511800000000221e+03
-3.091482799999999836e-03	-2.105591599999999744e+03
-3.087933499999999908e-03	-2.104715999999999894e+03
-3.091482799999999836e-03	-2.103853799999999865e+03
-3.087933499999999908e-03	-2.102912000000000262e+03
-3.077285300000000019e-03	-2.101938000000000102e+03
-3.087933499999999908e-03	-2.101059899999999743e+03
-3.087933499999999908e-03	-2.100282500000000255e+03
-3.080834699999999982e-03	-2.099423900000000231e+03
-3.084384099999999945e-03	-2.098380000000000109e+03
-3.063087999999999835e-03	-2.097267699999999877e+03
-3.091482799999999836e-03	-2.096259299999999712e+03
-3.080834699999999982e-03	-2.095436899999999696e+03
-3.059538599999999872e-03	-2.094678200000000288e+03
-3.084384099999999945e-03	-2.093753199999999651e+03
-3.091482799999999836e-03	-2.092682499999999891e+03
-3.073736199999999724e-03	-2.091697500000000218e+03
-3.066637400000000232e-03	-2.090808300000000145e+03
-3.070186799999999761e-03	-2.089844699999999648e+03
-3.084384099999999945e-03	-2.088825299999999970e+03
-3.066637400000000232e-03	-2.087831300000000283e+03
-3.077285300000000019e-03	-2.086837199999999939e+03
-3.087933499999999908e-03	-2.085920899999999619e+03
-3.084384099999999945e-03	-2.085119399999999587e+03
-3.066637400000000232e-03	-2.084241500000000087e+03
-3.084384099999999945e-03	-2.083234400000000278e+03
-3.070186799999999761e-03	-2.082256100000000060e+03
-3.080834699999999982e-03	-2.081329099999999926e+03
-3.084384099999999945e-03	-2.080340900000000147e+03
-3.080834699999999982e-03	-2.079249499999999898e+03
-3.087933499999999908e-03	-2.078188300000000254e+03
-3.073736199999999724e-03	-2.077300899999999729e+03
-3.073736199999999724e-03	-2.076444199999999910e+03
-3.073736199999999724e-03	-2.075436900000000151e+03
-3.084384099999999945e-03	-2.074443499999999858e+03
-3.070186799999999761e-03	-2.073645600000000286e+03
-3.077285300000000019e-03	-2.072930100000000039e+03
-3.066637400000000232e-03	-2.072098799999999756e+03
-3.059538599999999872e-03	-2.071033400000000256e+03
-3.073736199999999724e-03	-2.069818000000000211e+03
-3.084384099999999945e-03	-2.068698699999999917e+03
-3.087933499999999908e-03	-2.067745300000000043e+03
-3.098581399999999694e-03	-2.066813700000000154e+03
-3.080834699999999982e-03	-2.065838999999999942e+03
-3.066637400000000232e-03	-2.064881499999999960e+03
-3.063087999999999835e-03	-2.063942199999999957e+03
-3.091482799999999836e-03	-2.063044799999999668e+03
-3.087933499999999908e-03	-2.062228800000000319e+03
-3.077285300000000019e-03	-2.061300799999999981e+03
-3.080834699999999982e-03	-2.060159400000000005e+03
-3.080834699999999982e-03	-2.059075800000000072e+03
